"COMP_ID","COMP_NM","COMP_LONG_NM","ISIN_CODE","TICKER"
"14603",Credito Emiliano (CE IM),,,
"12648",American Tower Corp,,,
"19063",Lubrizol,,,
"14263",Sanathan Textiles,,,
"7136",Digicable,Digicable,,
"15509",Sula Vineyards Limited,,,
"14747",ICICI Prudential Value Discovery Fund,,,
"19323",Kanodia Cement Limited,,,
"19504",Rahee Infratech Limited,,,
"16703",NIIT Learning Systems Limited,,,
"5904",Satyam Computer,Satyam Computer Services Ltd,,NSCS IN Equity
"13124",Rising Star,,,
"16764",SNV Aviation Private Limited,,,
"13626",Pioneer Natural (PXD),,,
"13063",MediAssist Healthcare Services Ltd,,,
"16323",MG Motor India,,,
"13784",Suven Pharmaceuticals,,,
"19703",Adtech Systems Limited,,,
"15224",TCPL Packaging,,,
"16204",Avasant,,,
"18066",PGIM LARGE CAP FUND,,,
"6672",Suzlon Energy,Suzlon Energy Ltd,INE040H01021,NSUEL IN Equity
"15528",Megastar Foods,,,
"16124",JG Chemicals Limited,,,
"13764",CARE Ratings,,,
"15365",INTERNATIONAL FLAVORS & FRAGRANCES INC,,,
"18883",Interarch Building Products Pvt Ltd,,,
"5887",Siemens ADR (US Company),,,
"14604",iShares U.S. Transportation ETF,,,
"6260",M & M,Mahindra & Mahindra Ltd,INE101A01026,
"15944",Urban Company,,,
"18563",Ceigall Infra Projects Private Limited,,,
"14180",Precision Wires India,,,
"8767",Confidence Petro,Confidence Petroleum India Ltd,INE552D01024,
"17763",CITIUSTECH HEALTHCARE TECHNOLOGY PRIVATE LIMITED,,,
"17723",CJ Darcl Logistics Limited,,,
"16683",JSW Infrastructure Limited,,,
"15923",Global X Fintech ETF,,,
"12570",ICICI Prudential Multicap Fund,,,
"15284",Rustomjee Developers,,,
"19343",Otis Worldwide Corp,,,
"17949",HURON,,,
"17926",Lupin Diagnostics Limited,,,
"15064",Plum,,,
"12503",ABB Power Products & systems India,,,
"14403",Avaada Energy ,,,
"16007",Indegene,,,
"5872",Tata Motors,Tata Motors Ltd,INE155A01022,NTTMT IN Equity
"12531",Society Tea,,,
"13463",Paras Defence & Space Technologies,,,
"6525",Noida Tollbridge,Noida Toll Bridge Company Ltd,INE781B01015,
"17907",Nova AgriTech Limited,,,
"12783",Gogoro,,,
"6550",ITI,ITI Ltd,INE248A01017,
"14585",Radiant,,,
"13204",Argus Media,,,
"6282",Piramal Enterprises Ltd,,,
"14185",ICICI Prudential Auto ETF,,,
"16163",SBFC Finance Limited,,,
"6105",Levi's India Ltd,,,
"14735",ICICI Prudential Savings Fund,,,
"12677",Shyam Metalics & Energy Limited,,,
"6144",Telenor,,,
"14345",VanEck Agribusiness ETF,,,
"7300",Tanla ,Tanla ,,NTANS IN Equity
"16724",Rooter,,,
"15204",Zepto,,,
"6042",Sai Service,Sai Service Station Ltd,,
"5860",Prakash Steelage Ltd,,INE696K01016,
"17323",Innova Captab Limited,,,
"6024",Ajanta Pharma,Ajanta Pharma Ltd,INE031B01049,
"13323",Mitsubishi UFJ Financial Group Inc,,,
"16884",Axis AMC ,,,
"13823",BTI Payments Systems,,,
"13643",Sany India,,,
"16446",Keystone Realtors Limited,,,
"14750",ICICI Prudential Technology Fund,,,
"19723",Raghav Productivity Enhancers Limited,,,
"15323",Plenum ,,,
"17347",Jyoti CNC Automation Limited,,,
"19143",One Source,,,
"6760",Fund Manager Review   ,,,
"15585",MPL,,,
"16937",China Hongquou,,,
"14729",ICICI Prudential Corporate Bond Fund,,,
"15429",Balaji Speciality Chemicals Ltd,,,
"6002",DPIL,DPIL Ltd,,
"5987",Shankara Buildpro Ltd,,,
"14726",ICICI Prudential All Seasons Bond Fund,,,
"6535",V I P Inds.,V I P Industries Ltd,INE054A01027,
"16425",ICICI Prudential Nifty PSU Equity Fund,,,
"19023",Sky Gold Limited,,,
"14464",Madura Microfinance,,,
"8942",Gujarat Apollo Indus,Gujarat Apollo Indus,,
"18165",Praveg Limited,,,
"17823",KHANIJ BIDESH INDIA LIMITED,,,
"16727",Srichakra Polyplast,,,
"16729",India Shelter Finance Corporation Limited,,,
"12661",Lazy Pay,,,
"15628",Yen ,,,
"6151",IOT Infrastructure & Energy Services Ltd,,,
"18167",Burger Singh,,,
"18523",Assetz Developers,,,
"15084",Entero Healthcare Solutions,,,
"12615",Pagerduty,,,
"15043",Adani Logistics,,,
"16939",Bank Jago,,,
"5874",Torrent Pharma.,Torrent Pharmaceuticals Ltd,INE685A01028,NTRP IN Equity
"12741",National Solar Energy Federation Of India,,,
"13484",SK TELECOM ,,,
"6696",Deepak Fert.,Deepak Fertilizers & Petrochemicals Corp Ltd,INE501A01019,
"5974",Indiabulls Fin,Indiabulls Financial Services Ltd,,IBULL IN Equity
"12863",Clean Science,,,
"6690",Timken India,Timken India Ltd,INE325A01013,
"16112",K Raheja Corp,,,
"13443",Shri Bajrang Power and Ispat Limited,,,
"6561",VST Inds.,VST Industries Ltd,INE710A01016,
"14448",Inox Green Energy Services Limited,,,
"16743",ICICI Prudential Nifty 200 Quality 30 ETF ,,,
"6120",Zicom Electronic,Zicom Electronic Security Systems Ltd,INE871B01014,
"14748",ICICI Prudential Commodities Fund,,,
"12823",Air Canada,,,
"6213",Hero Honda Motor,Hero Honda Motors Ltd,INE158A01026,NHH IN Equity
"14728",ICICI Prudential Bond Fund,,,
"7320",United Drilling,United Drilling Tools Ltd,INE961D01019,
"16731",Deccan Fine Chemicals,,,
"15304",Ajmera Realty & Infra India,,,
"6233",GlaxoSmith C H L,GlaxoSmithkline Consumer Healthcare Ltd,INE264A01014,NSKB IN Equity
"6010",Lakshmi Finance & Industrial Copn Ltd,,,
"17944",Atomberg,,,
"6219",Nirma,Nirma Ltd,,NNIRMA IN Equity
"13725",Prudent Corp Services,,,
"18263",DENAVE INDIA PRIVATE LIMITED,,,
"14738",ICICI Prudential Business Cycle Fund,,,
"13844",DCB Bank Limited,,,
"16944",Bank Rakyat,,,
"16008",Burberry,,,
"5977",Hi-Tech Gears,Hi-Tech Gears Ltd,INE127B01011,
"15443",First Meridian,,,
"17583",A&A Dukaan Financial Services Private Limited,,,
"6331",DYNAMIC FUNDS,,,
"6882",NCC Finance,NCC Finance Ltd,INE768B01012,
"16115",Heineken,,,
"17105",Park Hotel ,,,
"14887",Artemis Medicare Services,,,
"15504",Aditya Vision Limited,,,
"6017",SKS Model,,,
"6071",D B Corp Ltd,,INE950I01011,
"14804",ICICI Prudential Equity and Debt Fund ,,,
"6803",Ruchi Soya Inds.,Ruchi Soya Industries Ltd,INE619A01027,NRSI IN Equity
"16844",Aye Finance,,,
"6253",ECP FUND,,,
"14483",HLE Glascoat Ltd ,,,
"9167",Essar Ports Ltd,,INE282A01024,
"18243",Uppercase,,,
"17966",STANLEY LIFESTYLES LIMITED,,,
"16763",Gujarat Narmada Valley Fertilizers & Chemicals Limited,,,
"16930",Fosun Pharma,,,
"12662",Grasim Paints,,,
"16023",IRM Energy Limited,,,
"6255",IBM,,,
"18303",Veranda Learning Solutions Limited,,,
"18783",Fairbridge Capital Private Limited,,,
"15383",Kaynes Technologies,,,
"12666",Brookfield India REIT,,,
"15529",LATAM,,,
"17344",Azad Engineering Limited,,,
"5895",Expeditors International Of Washingron Inc.(US Company),,,
"13044",THERMO FISHER SCIENTIFIC INC,,,
"13566",Privi Speciality Chemicals,,,
"6699",Dighi port Ltd,,,
"6045",Wartsila India,Wartsila India Ltd,,
"13689",Next Orbit Ventures,,,
"6977",Gulf Oil Corpn.,Gulf Oil Corporation Ltd,INE077F01035,
"16345",Pepe Jeans ,,,
"13805",Electronics Mart,,,
"6849","21st Cent. Prin.",Twenty First Century Printers Ltd,,
"14906",iShares Global Consumer Staples ETF,,,
"16934",Bairong Inc,,,
"6256",Indrapr.Medical,Indraprastha Medical Corporation Ltd,INE681B01017,
"15427",ICICI Prudential Housing Opportunities Fund,,,
"12945",APM Terminal,,,
"6763",Mic Elec,,,
"14737",ICICI Prudential Ultra Short term Fund,,,
"7322",Caplin Point Lab,Caplin Point Laboratories Ltd,INE475E01018,
"16945",Prudential PLC,,,
"15367",MARKETAXESS HOLDINGS INC,,,
"6425",Atlas Copco (I),Atlas Copco (India) Ltd,,ATCP IN Equity
"6049",Clorox Co,,,
"18428",Vibhor Steel Tubes Limited,,,
"6649",Aftek Ltd,Aftek Ltd,INE796A01023,
"13943",C.E. Info Systems Ltd,,,
"18363",Bansal Wire Industries Limited,,,
"14745",ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund ,,,
"14736",ICICI Prudential Short term Fund,,,
"17005",Grids Infrastructure,,,
"16065",Think Gas,,,
"6034",Nila Infrastruct,Nila Infrastructures Ltd,INE937C01029,
"15565",BNP Paribas,,,
"17584",Orkla India,,,
"6624",Voltamp Trans,Voltamp Transformers Ltd,INE540H01012,
"6932",Castrol India,Castrol India Ltd,INE172A01027,
"17243",KPI Green Energy Limited,,,
"17623",R K Swamy Limited,,,
"14964",Steel Dynamics Inc,,,
"16483",Agilent Technologies Inc,,,
"6067",Vidhi Dyestuffs,Vidhi Dyestuffs Manufacturing Ltd,INE632C01026,
"6100",Federal Bank,Federal Bank Ltd,INE171A01029,NFB IN Equity
"15068",Suraj Estate Developers,,,
"6881",Mep Infra Developers Pvt Ltd,,,
"17143",Western Carriers (india) Limited,,,
"6302",Patel Integrated,Patel Integrated Logistics Ltd,INE529D01014,
"14823",Target Corp,,,
"9186",Costa Coffee,,,
"18343",Transrail Lighting Limited,,,
"18168",FlexiLoans Technologies,,,
"17352",TBO TEK Limited,,,
"17103",Advanced Structures India,,,
"12765",Foryou Corp,,,
"16928",Trip.com,,,
"6351",Dr Lal Pathlabs,,,
"19463",Trafigura Group Pte. Ltd,,,
"19363",Inventurus Knowledge Solutions Limited,,,
"16267",Eldeco Infrastructure and Properties Limited,,,
"12676",Roper Technologies Inc,,,
"15683",Biba Fashion Limited,,,
"18503",Brand Concepts Limited,,,
"5994",ARSS Infra,,INE267I01010,
"14047",ICICI Prudential IT ETF,,,
"13584",Altigreen,,,
"6719",Insecticides India,,,
"6383",Jainam Appliances,,,
"13763",Sterlite Transmission,,,
"7083",Deep Industries,Deep Industries Ltd,INE677H01012,
"16386",Utkarsh Electricals,,,
"14064",MERCADOLIBRE INC,,,
"6943",Sabero Organics,Sabero Organics Gujarat Ltd,,
"15028",Unacademy,,,
"17948",BBK Electronics Corporation,,,
"6336",NTPC,NTPC Ltd,INE733E01010,NNATP IN Equity
"15464",ICICI Prudential Nifty IT ETF,,,
"13564",Puravankara Limited,,,
"7097",Tinyowl,,,
"15525",Chandak Group,,,
"7325",Coromandel International Ltd,Coromandel International Ltd,INE169A01031,NCRFT IN Equity
"17223",Neo Wealth Management Private Limited ,,,
"16643",Vishnu Prakash R Punglia Limited,,,
"7334",Merck,Merck Ltd,INE199A01012,
"6198",Himadri Chemical,Himadri Chemicals & Industries Ltd,INE019C01026,
"19603",Schloss Bangalore Limited,,,
"6774",TAMO Ltd,,,
"14746",Quantum Long Term  Equity Value Fund,,,
"19523",Limelight Lab Grown Diamonds Limited,,,
"15426",ICICI Prudential Nifty Healthcare ETF,,,
"15123",ESAF Small Finance Bank,,,
"17964",HDFC ERGO General Insurance,,,
"16116",Cyient DLM ,,,
"6208",CBRE Group Inc,,,
"15625",M&G PLC,,,
"18963",PNGS Gargi Fashion Jewellery Limited,,,
"6633",GULF VISIT,,,
"7458",Sejal Architectural Glass Ltd,Sejal Architectural Glass Ltd,,
"17385",Capital Small Finance Bank Limited ,,,
"18887",Bombay Shaving Company ,,,
"15564",Quirky Foods,,,
"16823",Zudio,,,
"6387",Maharashtra Natural gas limited,,,
"6139",REI Agro,REI Agro Ltd,INE385B01031,
"15527",Neeli Aqua,,,
"6998",Britannia Inds,Britannia Industries Ltd,INE216A01022,NBRIT IN Equity
"17883",RBZ Jewellers Limited,,,
"6570",GNA axles ,,,
"15205",Senco Gold and Diamonds,,,
"9592",Bumi Resources,,,
"18404",ABS Marine Services Limited,,,
"18723",Vraj Iron and Steel Limited,,,
"17363",Cleartrip Travel Services Private Limited,,,
"17104",SAS Autosystemtechnik GmbH & Co.KG,,,
"12905",Udaan,,,
"17983",Newmont Corp,,,
"6352",Hitech Plast,Hitech Plast Ltd,INE120D01012,
"19483",Signatureglobal (India) Limited,,,
"5868",Scheneider Electric Infrastructure Ltd,,,
"17963",Magicpin,,,
"12923",Tatva Chintan,,,
"16105",ASK Automotive,,,
"19083",Hind Terminals,,,
"6091",Solar Industries Ltd,Solar Explosives Ltd,INE343H01011,
"14564",Bikaji Foods,,,
"13723",ABB Global,,,
"6900",Deccan Chronicle,Deccan Chronicle Holdings Ltd,INE137G01027,NDECH IN Equity
"6590",HomeShop 18 ,,,
"14740",Franklin India Equity Advantage Fund,,,
"7137",eBay Inc.,,,
"18244",Zoetis Inc,,,
"14084",Veeda,,,
"6993",Vakrangee Soft,Vakrangee Softwares Ltd,INE051B01021,
"15065",Good Glamm,,,
"18043",Virtuoso Optoelectronics Limited,,,
"6339",Satin Creditcare,,,
"15507",Cotton Corporation of India,,,
"13583",Ultraviolette,,,
"7111",JNPT,JNPT,,
"16449",Department of Investment and Public Asset Management,,,
"7538",Dwarikesh Sugar,Dwarikesh Sugar Industries Ltd,INE366A01033,
"18304",Emmforce Autotech Limited,,,
"16728",Jio Financial Services Limited,,,
"7352",Afcon Constriction,,,
"6596",Nilgiri Dairy Farm Pvt Ltd,,,
"5880",McDowell & Co,,,
"6800",Prestige Estates Projects,,,
"15164",Jitendra NEW EV Tech,,,
"5911",American Express Co,,,
"15783",IndiaFirst Life Insurance Company,,,
"15203",Gold Plus Glass Industry,,,
"18305",SRM Contractors Limited,,,
"16864",Ravi Technoforge Pvt Ltd,,,
"6364",Piramal Healthcare,Piramal Healthcare Ltd,,
"16064",Aditya Birla Sunlife International Equity Fund –Plan A,,,
"19223",Shivalik Engineering Industries Limited,,,
"6784",Eveready Inds.,Eveready Industries India Ltd,INE128A01029,
"7466",Welspun Guj.Stah,Welspun Gujarat Stahl Rohren Ltd,INE191B01025,NWGS IN Equity
"17903",ICICI Prudential Financial Services Ex Bank ETF,,,
"19326",GE HEALTHCARE TECHNOLOGIES,,,
"15803",Mamaearth,,,
"16942",Bank Mandiri,,,
"6504",Lupin,Lupin Ltd,INE326A01037,NLPC IN Equity
"6301",Martin Marietta Materials,,,
"15583",NMDC Steel Limited,,,
"7067",HCL Infosystems,HCL Infosystems Ltd,INE236A01020,
"18923",Mantra Properties and Developers Limited,,,
"6966",Sterlite Optical,Sterlite Optical Technologies Ltd,INE089C01029,NSOTL IN Equity
"15629",Abans Holding Limited,,,
"9631",Goodricke Group,Goodricke Group Ltd,INE300A01016,
"19163",MEDKART PHARMACY,,,
"19543",Ventive Hospitality Limited,,,
"19043",Corrtech International Limited,,,
"17303",Redseer Management Consulting Private Limited,,,
"13846",Rivian Automotive Inc,,,
"17984",Denta Water and Infra Solutions Limited,,,
"6653",Gokaldas Exports,Gokaldas Exports Ltd,INE887G01027,GEXP IN Equity
"5950",Bajaj Auto,Bajaj Auto Ltd,INE118A01012,NBJA IN Equity
"6612",GRM Overseas,GRM Overseas Ltd,INE192H01012,
"18005",JTL Industries Limited,,,
"13244",NESTLE ADR,,,
"16445",Ideaforge Limited,,,
"19383",Standard Glass Lining Technology Limited,,,
"6572",Havell's India,Havells India Ltd,INE176B01034,NHAVL IN Equity
"14731",ICICI Prudential Floating Interest Fund,,,
"14243",NIPPON INDIA ETF INFRA BEES,,,
"7003",Dow Agro science,,,
"6702",Jubliant Lifesciences Ltd,,,
"14803",Venus Pipes & Tubes Limited,,,
"7266",Arvind Ltd,Arvind Ltd,INE034A01011,
"5867",Sarla Polyester,Sarla Polyester Ltd,,
"14184",ICICI Prudential Banks ETF,,,
"7120",Process Review Meeting ,,,
"15343",CIABC,,,
"18429",Aurum PropTech Limited,,,
"6541",Container Corpn.,Container Corporation Of India Ltd,INE111A01017,NCCRI IN Equity
"15584",LTIMindtree Limited,,,
"14172",ICICI Prudential Private Banks ETF,,,
"7115",Matrix Cellular International Services Ltd ,,,
"16847",Cineline India Limited,,,
"7606",India Nipp.Elec,India Nippon Electricals Ltd,INE092B01017,NINE IN Equity
"5998",Dhanuka Agritech Ltd,,INE435G01025,
"17043",BluSmart,,,
"7511",Sunteck Realty,Sunteck Realty & Infrastructure Ltd,INE805D01026,
"6599",Pride Hotel,,,
"5929",Bharat Forge,Bharat Forge Ltd,INE465A01025,NBHFC IN Equity
"6917",Shilp Gravures,Shilp Gravures Ltd,INE960A01017,
"15183",IKF Finance,,,
"5979",MORGAN STANLEY CONF 2016,,,
"15784",Nexus Select Trust ,,,
"16063",ICICI Prudential Constant Maturity Gilt Fund- Growth ,,,
"19024",NTPC Green Energy Limited,,,
"17163",MAX ESTATES LIMITED,,,
"6461",Kingfisher Airlines,Kingfisher Airlines,,
"16083",Hiranandani Group,,,
"6019",Sintex Inds,Sintex Industries Ltd,INE429C01035,NBVML IN Equity
"6964",Reliance Petro,Reliance Petroleum Ltd,,NRPET IN Equity
"7693",Athena power,Athena power,,
"18171",ICICI PRUDENTIAL LIQUID FUND,,,
"6136",NYK Line Ltd,,,
"16448",Department of Financial Services,,,
"17203",Xpheno,,,
"6553",Mast Kalandar (Spring Leaf Retails Pvr Ltd),,,
"6318",Shivalik Bimetal,Shivalik Bimetal Controls Ltd,INE386D01027,
"16403",Trident Hotels,,,
"7174",BCCL,BCCL,,
"6025",Autodesk Inc,,,
"7093",New IPO's (Resons for Application),,,
"15723",Kataria Automobiles,,,
"9680",KLRF Ltd,,INE014E01015,
"19245",Galaxy Health and Allied Insurance Company Limited,,,
"5857",KSB Pumps,KSB Pumps Ltd,INE999A01015,
"19424",Tata Asset Management Limited,,,
"17908",Kross Limited,,,
"14203",Ramky Estates & Farms,,,
"18704",Crizac Limited,,,
"6668",Star Network,,,
"6264",Resons for Sell Notes,,,
"7031",Transformers & Recti,,,
"18823",Wise Travel India Limited,,,
"14463",Attero Recycling Private Limited ,,,
"18203",Kellanova Co,,,
"5953",GMM Pfaudler,GMM Pfaudler Ltd,INE541A01023,
"6591",India Cements,India Cements Ltd,INE383A01012,NICEM IN Equity
"14732",ICICI Prudential Gilt Fund,,,
"14344",BP plc,,,
"7264",Assam Company,Assam Company Ltd,,
"6768",Polaris Software,Polaris Software Lab Ltd,INE763A01023,NPOL IN Equity
"15025",ElasticRun,,,
"7372",Sanghi Cements Ltd,,,na
"5936",Jones Lang LaSalle Inc,,,
"14905",TORM PLC ,,,
"7256",Oneok Partners,,,
"15523",Nippon India Taiwan Equity Fund,,,
"18684",Cushman & Wakefield,,,
"6698",EPC Inds.,EPC Industrie Ltd,INE215D01010,
"16113",Asvini Fisheries,,,
"14504",One Card,,,
"7249",EIH Assoc.Hotels,EIH Associated Hotels Ltd,INE276C01014,
"16985",GoTo ,,,
"7894",Indiagrid,,,
"6160",TAX FUND,,,
"17403",Mufti,,,
"7601",Apple Inc.(US COMPANY),,,
"6605",Wabco India Ltd,Wabco India Ltd,INE342J01019,
"6164",Bharati Shipyard,Bharati Shipyard Ltd,INE673G01013,NBHSL IN Equity
"7077",Tata Group,,,
"16444",Monster,,,
"6154",Netambit,,,
"16005",ICICI Prudential PSU Banks ETF,,,
"16264",Piramal Pharma Limited,,,
"19303",Gan & Lee Pharmaceuticals Co Ltd,,,
"17263",Credo Brands Marketing Limited,,,
"6464",MMTC,MMTC Ltd,INE123F01029,
"16283",Manorama Industries Limited,,,
"6074",Chemplast Sanmar,Chemplast Sanmar Ltd,,
"7259",Shivam Auto,,,NSVAT IN Equity
"7719",United Technologies (US Company),,,
"18424",OfB Tech Pvt Ltd,,,
"6283",Orchid Chemicals,Orchid Chemicals & Pharmaceuticals Ltd,INE191A01019,NOCP IN Equity
"16523",Vishnu Chemicals Limited,,,
"17965",Fractal Analytics Private Limited,,,
"6583",Stericycle Inc.,,,
"6516",Godfrey Phillips,Godfrey Phillips India Ltd,INE260B01028,
"16423",ICICI Prudential Nifty Commodities ETF,,,
"7345",Spencer’s Retail ,,,
"6145",Sujana Towers,,INE333I01036,
"7123",Store One Retail India,,,
"16243",National High Speed Rail Corporation Limited,,,
"9718",Surya Roshni,Surya Roshni Ltd,INE335A01012,
"19283",FREEPORT MCMORAN INC,,,
"5913",Camlin,Camlin Ltd,,
"19503",Garuda Construction and  Engineering Limited,,,
"19583",Senores Pharmaceuticals Limited,,,
"14303",Braemar Shipping ,,,
"19103",Indogulf CropSciences Limited,,,
"6999",CCL Products,CCL Products (India) Ltd,INE421D01022,
"6307",Apache Corp (U S COMPANY),,,
"7048",KCP Sugar & Inds,KCP Sugar & Industries Corporation Ltd,INE790B01024,
"19003",SAROVAR HOTELS PRIVATE LIMITED,,,
"15125",HDB Financial Services,,,
"18323",Wavin India Limited,,,
"6020",S&P Capital McGraw Financial,,,
"6717",Gandhimathi Appliances Ltd,,,
"14963",iShares Global Energy ETF,,,
"14863",Archean Chemicals ,,,
"7311",Pennar Aluminium,Pennar Aluminium Company Ltd,,
"6937",Mangalam Cement,Mangalam Cement Ltd,INE347A01017,
"15463",ICICI Prudential Nifty 50 ETF,,,
"7395",Jumbo Bag,Jumbo Bag Ltd,INE699D01015,
"6001",Everonn systems India,Everonn systems India,,
"15066",Balaji Solutions Limited,,,
"7542",Indian Oil,Indian Oil Corporation Ltd,INE242A01010,NIOCL IN Equity
"15627",Zhejiang Leapmotor Technology Co,,,
"19384",Sagility India Limited,,,
"6895",Adani Ports & Sez,,,
"16344",JumboKing,,,
"14742",ICICI Prudential Infrastructure Fund,,,
"7307",Coca-Cola Co (US),,,
"17986",FIRESIDE VENTURES MANAGEMENT LLP,,,
"8039",Geometric Ltd,Geometric Ltd,INE797A01021,NGMSS IN Equity
"6249",United Phosp.,United Phosphorus Ltd,INE628A01036,NUNTP IN Equity
"18403",Energy Mission Machineries  (India) Limited,,,
"7785",MSCI,,,
"6703",ITC Holdings Corp,,,
"6193",Centum Electronics Ltd,Centum Electronics Ltd,,
"7211",Orient Electric Ltd,,,
"17563",Gensol Engineering Limited,,,
"6226",TTK Prestige,TTK Prestige Ltd,INE690A01010,
"16986",Baoshan Iron & Steel Limited,,,
"16383",Ebixcash Limited,,,
"19443",Pilgrim,,,
"17345",Bajel Projects Limited,,,
"6551",Kalpataru Power,Kalpataru Power Transmission Ltd,INE220B01022,NKPP IN Equity
"16785",Global Hospital,,,
"6153",Lloyd Electric,Lloyd Electric & Engineering Ltd,INE245C01019,LEE IN Equity
"7336",Monnet Inds.,Monnet Industries Ltd,INE407E01029,
"7801",G S Auto Interna,G S Auto International Ltd,INE736H01024,
"18683",Mercer India,,,
"6418",Orient Ceramics,Orient Ceramics & Industries Ltd,,
"16866",Hindustan Construction Company Limited,,,
"18003",Sanstar Limited,,,
"6611",Essar Steel,Essar Steel Ltd,,
"6789",KM Sugar,KM Sugar Mills Ltd,INE157H01023,
"16503",Aeroflex Industries Limited,,,
"7472",Everest Inds.,Everest Industries Ltd,INE295A01018,
"6244",Prism Cement,Prism Johnson Limited,INE010A01011,
"7155",Deccan Aviation,Deccan Aviation Ltd,INE438H01019,
"16863",Vishal Mega Mart Private Limited,,,
"9759",Tata Power Co,Tata Power Company Ltd,INE245A01021,NTPWR IN Equity
"6394",Opto Circuits(I),Opto Circuits (India) Ltd,INE808B01016,
"5938",MID-CAP FUND,,,
"6123",Alfa Laval (I),Alfa-Laval (India) Ltd,,
"6315",Martin Marietta Materials (US COMPANY),,,
"15303",DCX Systems,,,
"19203",Veeba Foods,,,
"7069",KAMA Holdings Ltd,,INE411F01010,
"6365",Oracle Corporation (US Company),,,
"7054",Vishal Retails,Vishal Retails,,NVISH IN Equity
"19004",Vistara Airlines,,,
"15624",Bank of Japan ,,,
"18443",Housing & Urban Development Corporation,,,
"6068",TVS Srichakra,TVS Srichakra Ltd,INE421C01016,
"6720",INDO ASIA FUNDS,,,
"14983",Krafton,,,
"14886",Soulflower,,,
"7412",Band House Retails,Band House Retails,,
"6991",Reliance Media Works,,,
"15586",VerSe Innovation Private Limited,,,
"7520",Ess Dee Aluminium,,,
"6053",Force Motors,Force Motors Ltd,INE451A01017,
"15363",Traxcn Technologies,,,
"7685",Tata Steel,Tata Steel Ltd,INE081A01012,NTATA IN Equity
"15884",Safex Chemicals,,,
"5968",Apcotex Industri,Apcotex Industries Ltd,INE116A01024,
"7576",Suzuki Motorcycle Ltd,,,
"16783",Tower Bersama  ,,,
"14923",Sirca Paints India Limited,,,
"7373",St. Jude Medical Inc,,,
"5988",Swaraj Mazda,Swaraj Mazda Ltd,,
"8216",Bisleri International Pvt Ltd,,,
"6415",Navneet Publicat,Navneet Publications (India) Ltd,INE060A01024,
"18903",Premier Energies Limited,,,
"8032",Dalmia Cement,Dalmia Cement (Bharat) Ltd,INE495A01022,
"6862",Metalman Inds.,Metalman Industries Ltd,,
"6312",HUDCO,,,
"7261",Zee Learn Ltd,,,
"18170",Kenvue Inc,,,
"6234",Fulford (India),Fulford (India) Ltd,,
"17348",Wyndham Hotels & Resorts,,,
"16865",PTC Industries,,,
"5940",Rajvir Inds,Rajvir Industries Ltd,INE011H01014,
"18264",Bookwater Tech Private Limited,,,
"6578",Reliance Power,Reliance Power,INE614G01033,
"16843",Ephrem,,,
"6467",Munjal Auto Inds,Munjal Auto Industries Ltd,INE672B01032,
"7587",Guj. NRE Coke,Gujarat NRE Coke Ltd,INE110D01013,
"7917",Jindal Power,,,
"18886",Sebamed India ,,,
"6542",Cigniti Technologies Ltd,,INE675C01017,
"16929",Pilbara Minerals,,,
"19563",Kepler Healthcare,,,
"6805",Vivimed Labs,Vivimed Labs Ltd,INE526G01013,VILA IN Equity
"6813",Kroger Co(US Company),,,
"16845",Clix Capital Services Private Limited,,,
"7501",Escorts Finance,Escorts Finance Ltd,INE359A01012,
"6536","8K Miles Software Services Ltd",,INE650K01013,
"7203",Filaments India,Filaments India Ltd,,
"16924",RTX CORP,,,
"9783",Simbhaoli Sugars,Simbhaoli Sugars Ltd,INE270C01017,
"6472",Quick HealTechnologies ltd,,,
"6117",SPML Infra Ltd,,INE937A01023,
"6432",Geodesic Inform.,Geodesic Information Systems Ltd,,NBVH IN Equity
"6399",Sundaram Clayton,Sundaram Clayton Ltd,INE105A01035,NSDC IN Equity
"16127",Eureka Forbes Limited,,,
"6421",Thermal Powertech Copn India Ltd,,,
"7168",S.Chand Publishing & Co Ltd,,,
"6376",BMW,,,
"7149",TBEA,,,
"5891",Asian Paints,Asian Paints Ltd,INE021A01026,NAPNT IN Equity
"15626",Porsche AG,,,
"18943",Sanofi Consumer Healthcare India Limited,,,
"6166",CG-VAK Software,CG-VAK Software & Exports Ltd,INE084D01010,
"6941",Precision camshaft Ltd,,,
"15484",Dhamraj Crop Guard Limited,,,
"15243",Arvind Smartspaces,,,
"7645",Transocean Ltd,,,
"7008",G P Petroleum,,,
"15623",Sai Silks ,,,
"7533",Taksheel Solutions Ltd,,,
"6375",AMCO Batteries Ltd,,,
"15366",NVIDIA CORP,,,
"7844",Chevron Corp.,,,
"16427",ICICI Prudential Transportation and Logistics Fund,,,
"5989",Virtualsoft Sys.,Virtualsoft Systems Ltd,INE237C01016,
"7914",HBL Power Systems Ltd,,,
"16923",Doms Industries Private Limited,,,
"15506",Cogent E Services,,,
"7897",Hilton Metal Forging Ltd,,INE788H01017,
"6201",Mahindra Forging,Mahindra Forgings Ltd,INE536H01010,
"8274",Milliman ,,,
"6496",Cholamandalam DB,Cholamandalam DBS Finance Ltd,INE121A01016,
"19286",Shinhan Bank,,,
"8414",Page Industries Ltd,Page Industries Ltd,INE761H01022,NPAG IN Equity
"6911",New Delhi Centre for sight,,,
"6408",FortisHealthcare,,,
"7349",US Bancorp,,,
