"id","company_name","sector","sub_sector","created_at","updated_at","dd_ticker","nse_ticker","bse_ticker","dd_index","kms_index","refinitiv_index","kms_comp_code","fiscalmonth"
33744,GE VERNOVA T&D INDIA LTD,140,,2024-11-30 02:44:39.475,2025-01-02 10:30:27.925,GVT&D.DD,GVT&D,,337896,,25668,,12
1743,Brand Concepts Limited,118,,2024-09-04 10:58:18.053,2024-12-17 10:00:01.572,BCONCEPTS.DD,BCONCEPTS,,28585,,115110,,0
44,IRB Infrastructure Developers Ltd.,72,76,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,IRB.DD,IRB,"532947",876,,65764,,3
1394,Indian Railways Catering and Tourism Corporation,64,14,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,IRCTC.DD,IRCTC,,27909,,111709,,3
1595,KFin Technologies Limited,31,33,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,KFINTECH.DD,KFINTECH,"543720",28111,,132938,,3
1250,Astral Ltd,38,43,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,ASTRAL.DD,ASTRAL,,4042,,58429,,3
676,DCB Bank Ltd.,20,22,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,DCBBANK.DD,DCBBANK,,233,,52022,,3
189,UTI Asset Management Company Ltd,20,115,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,UTIAMC.DD,UTIAMC,"543238",27984,,67898,,3
857,Gujarat Pipavav Port Ltd,72,66,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,GPPL.DD,GPPL,"533248",729,,73046,,12
602,Jyothy Labs Ltd.,7,9,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,JYOTHYLAB.DD,JYOTHYLAB,"532926",185,,63360,,6
1625,Sai Silks Kalamandir Limited,7,18,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,KALAMANDIR.DD,KALAMANDIR,,28149,,76586,,3
1208,V Mart Retail Ltd.,118,121,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,VMART.DD,VMART,"534976",2126,,91799,,3
699,VRL Logistics,64,65,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,VRLLOG.DD,VRLLOG,"539118",254,,68731,,3
1257,VA Tech Wabag,72,107,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,WABAG.DD,WABAG,"533269",4043,,81277,,3
1603,Divgi TorqTransfer Systems Limited,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,DIVGIITTS.DD,DIVGIITTS,,28117,,134706,,3
1472,Macrotech Developers Ltd,72,75,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,LODHA.DD,LODHA,"543287",27980,,78166,,3
1492,Windlas Biotech Limited,28,30,2024-09-04 10:58:18.053,2024-12-25 19:00:00.948,WINDLAS.DD,WINDLAS,"543329",28007,,129809,,0
1507,Vijaya Diagnostic Centre Ltd,28,86,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,VIJAYA.DD,VIJAYA,"543350",28022,,128966,,3
916,KNR Constructions Ltd.,72,76,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,KNRCON.DD,KNRCON,"532942",979,,65611,,3
1152,L&T Technology Services Ltd.,31,36,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,LTTS.DD,LTTS,"540115",1830,,106896,,3
1914,Updater Services limited,200,300,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,UDS.DD,UDS,,28293,,136480,,3
1284,Galaxy Surfactants Ltd.,38,42,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,GALAXYSURF.DD,GALAXYSURF,,4083,,83461,,3
1610,Yatharth Hospital & Trauma Care Services Limited,28,29,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,YATHARTH.DD,YATHARTH,"543950",28140,,132957,,3
1631,Yatra Online Limited,31,34,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,YATRA.DD,YATRA,"543992",28150,,132881,,3
1612,Zaggle Prepaid Ocean Services Limited,31,34,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ZAGGLE.DD,ZAGGLE,"543985",28147,,135797,,3
1491,Zomato,118,122,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ZOMATO.DD,ZOMATO,"543320",27994,,128260,,3
1609,Mankind Pharma Limited,28,30,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,MANKIND.DD,MANKIND,,28125,,110595,,3
512,SUNDARAM CLAYTON LIMITED,128,,2024-09-04 10:58:18.053,2024-12-17 10:00:01.843,SUNCLAY.DD,SUNCLAY,,76061,,138327,,0
555,Orient Cement Ltd.,92,73,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,ORIENTCEM.DD,ORIENTCEM,,135,,95238,,3
137,Azad Engineering Limited,38,45,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,AZAD.DD,AZAD,,28305,,138052,,3
1624,R R Kabel Limited,38,46,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,RRKABEL.DD,RRKABEL,,28146,,137692,,3
1542,Star Health and Allied Insurance Company Ltd,20,116,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,STARHEALTH.DD,STARHEALTH,"543412",28055,,126656,,3
1276,MAS Financial Services Limited,20,26,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,MASFIN.DD,MASFIN,"540749",4059,,109489,,3
1321,Amber Enterprises India Ltd.,38,125,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,AMBER.DD,AMBER,"540902",23974,,114262,,3
1590,Global Health Limited,28,29,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,MEDANTA.DD,MEDANTA,"543654",28098,,130541,,3
1549,Medplus Health Services Limited,28,30,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,MEDPLUS.DD,MEDPLUS,,28063,,121339,,3
18995,EUREKA FORBES LIMITED,136,,2024-11-13 06:29:46.502,2025-01-02 10:30:37.360,EUREKAFORB.DD,EUREKAFORB,,147482,,132831,,3
1135,Gravita India Ltd,56,59,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,GRAVITA.DD,GRAVITA,"533282",1742,,78270,,3
1444,Home First Finance Ltd.,20,24,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,HOMEFIRST.DD,HOMEFIRST,"543259",27959,,121315,,3
1157,Mold-Tek Packaging Ltd.,38,43,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,MOLDTKPAC.DD,MOLDTKPAC,"533080",1876,,92230,,3
603,Dr. Lal Pathlabs Ltd.,28,86,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,LALPATHLAB.DD,LALPATHLAB,"539524",190,,102970,,3
585,Heidelberg Cement India Ltd,92,73,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,HEIDELBERG.DD,HEIDELBERG,,158,,57919,,12
32011,Vardhman Special Steels Ltd.,139,,2024-11-30 02:44:39.162,2025-01-02 10:30:32.529,VSSL.DD,VSSL,,2128,,90978,,3
295,Laurus Labs Ltd.,28,30,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,LAURUSLABS.DD,LAURUSLABS,"540222",1819,,108468,,3
1168,Nippon Life India Asset Management Ltd,20,115,2024-12-06 09:02:06.601,2025-01-02 10:30:37.360,NAMINDIA.DD,NAM-INDIA,"540767",27922,,113011,,3
606,Fortis Healthcare,28,29,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,FORTIS.DD,FORTIS,,191,,57309,,3
1450,Nazara Technologies Ltd,49,52,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,NAZARA.DD,NAZARA,,27964,,114055,,3
937,NCC Ltd.,72,107,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,NCC.DD,NCC,,1117,,50525,,3
702,Container Corp of India Ltd,64,65,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,CONCOR.DD,CONCOR,,253,,27472,,3
751,AHLUWALIA CONTRACTS (INDIA) LTD,72,107,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,AHLUCONT.DD,AHLUCONT,"532811",317,,62879,,3
1350,Newgen Software Technologies Ltd.,31,37,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,NEWGEN.DD,NEWGEN,"540900",26187,,102539,,3
1448,Gland Pharma Limited,28,30,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,GLAND.DD,GLAND,"543245",27950,,117395,,3
902,K.P.R. Mill Limited,38,109,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,KPRMILL.DD,KPRMILL,"532889",990,,61593,,3
1138,GNA Axles Ltd,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,GNA.DD,GNA,"540124",1734,,106185,,3
1713,Amrutanjan Health Care Limited,28,30,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,AMRUTANJAN.DD,AMRUTANJAN,,1619,,26516,,3
425,TVS HOLDINGS LIMITED,128,,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,TVSHLTD.DD,TVSHLTD,,76931,,26168,,3
1515,Nuvoco Vistas Corporation Limited,92,73,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,NUVOCO.DD,NUVOCO,"543334",28013,,128439,,3
1390,Varroc Engineering Ltd.,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,VARROC.DD,VARROC,"541578",27692,,115294,,3
1149,Just Dial Ltd.,31,34,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,JUSTDIAL.DD,JUSTDIAL,"535648",1799,,92058,,3
1645,Apeejay Surrendra Park Hotels Limited,64,14,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,PARKHOTELS.DD,PARKHOTELS,,28317,,138759,,3
356,NIIT LEARNING SYSTEMS LTD,37,,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,NIITMTS.DD,NIITMTS,,75527,,137716,,3
349,PNB Housing Finance Ltd.,20,24,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,PNBHOUSING.DD,PNBHOUSING,"540173",1944,,88021,,3
985,Persistent Systems,31,36,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,PERSISTENT.DD,PERSISTENT,"533179",71,,65987,,3
1191,PNC Infratech Limited,72,107,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,PNCINFRA.DD,PNCINFRA,"539150",1946,,67945,,3
1763,Indegene Limited,28,30,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,INDGN.DD,INDGN,,32032,,137936,,3
1942,Polycab India Ltd.,38,46,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,POLYCAB.DD,POLYCAB,"542652",27916,,119099,,3
1557,Vedant Fashions Ltd,7,18,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,MANYAVAR.DD,MANYAVAR,"543463",28071,,132497,,3
1259,Aditya Birla Fashion and Retail Ltd,118,119,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,ABFRL.DD,ABFRL,"535755",4040,,95457,,3
2064,GR Infraprojects Ltd,72,107,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,GRINFRA.DD,GRINFRA,"543317",27990,,104720,,3
1818,Stanley Lifestyles Limited,7,84,2024-09-04 10:58:18.053,2024-12-17 10:00:01.843,STANLEY.DD,STANLEY,,32020,,137652,,0
1192,Pricol Ltd,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,PRICOLLTD.DD,PRICOLLTD,,1957,,26032,,3
21,Aster DM Healthcare Ltd.,28,29,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ASTERDM.DD,ASTERDM,"540975",4104,,108807,,3
1320,Matrimony.com Ltd,31,34,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,MATRIMONY.DD,MATRIMONY,"540704",4117,,104571,,3
1193,Westlife Foodworld Limited.,118,99,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,WESTLIFE.DD,WESTLIFE,"505533",1988,,95524,,3
1342,General Insurance Corporation of India,20,114,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,GICRE.DD,GICRE,"540755",24970,,113996,,3
1217,Wonderla Holidays Ltd,49,52,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,WONDERLA.DD,WONDERLA,"538268",2135,,92518,,3
1576,Harsha Engineers International Ltd,38,48,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,HARSHA.DD,HARSHA,"543600",28092,,132407,,3
361,Multi Commodity Exchange of India Ltd.,20,27,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,MCX.DD,MCX,"534091",1860,,68357,,3
1179,Quess Corp Ltd.,64,85,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,QUESS.DD,QUESS,,1964,,101646,,3
1551,Rainbow Children’s Medicare Limited,28,29,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,RAINBOW.DD,RAINBOW,"543524",28080,,131834,,3
1221,Minda Corp Ltd,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,MINDACORP.DD,MINDACORP,,4012,,91306,,3
1547,RateGain Travel Technologies Limited,31,37,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,RATEGAIN.DD,RATEGAIN,"543417",28059,,129957,,3
1309,RBL Bank Ltd.,20,22,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,RBLBANK.DD,RBLBANK,"540065",215,,96792,,3
1533,Go Fashion (India) Ltd,118,119,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,GOCOLORS.DD,GOCOLORS,"543401",28054,,131448,,3
1243,Life Insurance Corporation of India,20,89,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,LICI.DD,LICI,"543526",28072,,122069,,3
82,Prudent Corporate Advisory Services Limited,20,83,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,PRUDENT.DD,PRUDENT,"543527",28082,,133102,,3
1567,Campus Activewear Limited,118,120,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,CAMPUS.DD,CAMPUS,"543523",28079,,133001,,3
1124,Crompton Greaves Consumer Electricals Ltd.,7,11,2024-09-04 10:58:18.053,2024-12-25 19:00:00.948,CROMPTON.DD,CROMPTON,"539876",1690,,108493,,0
350,Delhivery Limited,64,65,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,DELHIVERY.DD,DELHIVERY,"543529",28084,,126200,,3
1575,Ethos Ltd,118,17,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ETHOSLTD.DD,ETHOSLTD,"543532",28087,,132270,,3
1586,Kaynes Technology India Limited,38,125,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,KAYNES.DD,KAYNES,"543664",28104,,135017,,3
1629,Cello World Ltd,38,110,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,CELLO.DD,CELLO,"544012",28271,,137521,,3
1623,SAMHI Hotels Limited,64,14,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,SAMHI.DD,SAMHI,,28145,,117525,,3
1910,PDS Limited,7,18,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,PDSL.DD,PDSL,"538730",28329,,103912,,3
770,DOMS Industries Ltd,102,103,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,DOMS.DD,DOMS,"544045",28300,,137933,,3
1652,Entero Healthcare Solutions Limited,28,30,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ENTERO.DD,ENTERO,,28320,,137703,,3
1647,Bharti Hexacom Limited,68,71,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,BHARTIHEXA.DD,BHARTIHEXA,"544162",28633,,139123,,3
1462,Laxmi Organic Industries Ltd,38,42,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,LXCHEM.DD,LXCHEM,"543277",27972,,127172,,3
287,Gulf Oil Lubricants India Ltd.,60,101,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,GULFOILLUB.DD,GULFOILLUB,"538567",1752,,98621,,3
941,Navin Flourine International Ltd.,38,42,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,NAVINFLUOR.DD,NAVINFLUOR,,1114,,53859,,3
2088,Jio Financial Services Limited,20,26,2024-09-04 10:58:18.053,2024-12-17 10:00:01.843,JIOFIN.DD,JIOFIN,,28310,,137340,,0
332,Rolex Ring Ltd,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ROLEXRINGS.DD,ROLEXRINGS,"543325",28002,,127938,,3
1247,ICICI Lombard General Insurance Company Ltd,20,114,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ICICIGI.DD,ICICIGI,"540716",4033,,112857,,3
27231,SANOFI CONS HEALTHC IND L,138,,2024-11-21 19:00:00.344,2025-01-02 10:30:37.360,SANOFICONR.DD,SANOFICONR,,160148,,140379,,12
479,Hindustan Unilever Ltd.,7,9,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,HINDUNILVR.DD,HINDUNILVR,,41,,21521,,12
1545,Sona BLW Precision Forgings Ltd,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,SONACOMS.DD,SONACOMS,"543300",28062,,127184,,3
669,ICICI Prudential Life Insurance,20,89,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,ICICIPRULI.DD,ICICIPRULI,"540133",239,,108420,,3
516,Jubilant Foodworks Ltd.,118,99,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,JUBLFOOD.DD,JUBLFOOD,"533155",97,,78512,,3
1429,Route Mobile Ltd,31,34,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,ROUTE.DD,ROUTE,"543228",27942,,108308,,3
19086,Sagility India Limited,31,32,2024-11-13 06:29:46.502,2025-01-02 10:30:37.360,SAGILITY.DD,SAGILITY,"544282",364749,,140150,,3
76,MEDI ASSIST HEALTH SER L,137,,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,MEDIASSIST.DD,MEDIASSIST,,76635,,116413,,3
57,NHPC Ltd.,72,74,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,NHPC.DD,NHPC,,4036,,71670,,3
589,Rashi Peripherals Limited,64,65,2024-09-04 10:58:18.053,2024-12-17 10:00:01.711,RPTECH.DD,RPTECH,,32021,,135564,,0
864,Indian Metals & Ferro Alloys Ltd.,56,58,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,IMFA.DD,IMFA,"533047",836,,77592,,3
544,Star Cement Ltd.,92,73,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,STARCEMENT.DD,STARCEMENT,"540575",4046,,113479,,3
2067,FSN E-Commerce Ventures Ltd,118,122,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,NYKAA.DD,NYKAA,"543384",28045,,129879,,3
2060,Sandhar Technologies Ltd.,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,SANDHAR.DD,SANDHAR,"541163",26864,,103180,,3
696,IDFC First Bank,20,22,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,IDFCFIRSTB.DD,IDFCFIRSTB,"539437",246,,105312,,3
1622,SBFC Finance Ltd.,20,26,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,SBFC.DD,SBFC,"543959",28137,,134771,,3
1351,Orient Electric Ltd.,7,11,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,ORIENTELEC.DD,ORIENTELEC,,26298,,115693,,3
847,Godrej Properties Ltd.,72,75,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,GODREJPROP.DD,GODREJPROP,"533150",720,,71096,,3
547,State Bank of India,20,21,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,SBIN.DD,SBIN,,122,,21553,,3
1510,CarTrade Tech Limited,31,34,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,CARTRADE.DD,CARTRADE,"543333",28011,,128658,,3
1326,Schaeffler (Fag Bearings) India Ltd,38,47,2024-09-04 10:58:18.053,2025-01-02 10:30:27.925,SCHAEFFLER.DD,SCHAEFFLER,,4006,,26247,,12
1731,MAX ESTATES LIMITED,70,75,2024-09-04 10:58:18.053,2025-01-02 10:30:37.360,MAXESTATES.DD,MAXESTATES,"544008",76303,,137998,,3
949,NESCO Ltd.,64,14,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,NESCO.DD,NESCO,"505355",1124,,61700,,3
1202,Sharda Motor Industries Ltd.,1,4,2024-09-04 10:58:18.053,2025-01-02 10:30:32.529,SHARDAMOTR.DD,SHARDAMOTR,"535602",2021,,97892,,3
180775,Cube Highways Trust,,,2024-12-16 06:55:43.366,2024-12-17 10:00:01.711,CUBEINVIT.DD,CUBEINVIT,,,,133944,,0
