"Ticker","Name","Period","ITEM","COA","Value_","Desc_","Unit","IsCurrency","Consolidated"
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,57,EDEP,12550.0,Depreciation,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,57,EDEP,12550.0,Depreciation,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,58,EAMI,22.85,Amortization of Intangibles,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,58,EAMI,22.85,Amortization of Intangibles,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,60,SDPR,12572.85,Depreciation/Amortization,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,60,SDPR,12572.85,Depreciation/Amortization,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,73,EUIE,82.9,Other Unusual Expense (Income),M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,73,EUIE,82.9,Other Unusual Expense (Income),M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,74,SUIE,82.9,Unusual Expense (Income),M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,74,SUIE,82.9,Unusual Expense (Income),M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,80,EOOE,20756.52,Other Operating Expense,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,80,EOOE,3346.26,Other Operating Expense,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,81,EONT,-8.71,"Other, Net",M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,82,SOOE,3337.55,"Other Operating Expenses, Total",M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,82,SOOE,20756.52,"Other Operating Expenses, Total",M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,83,ETOE,986497.55,Total Operating Expense,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,83,ETOE,985162.9,Total Operating Expense,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,84,SOPI,67094.7,Operating Income,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,84,SOPI,65735.23,Operating Income,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,85,NIEN,-10812.81,Interest Expense - Non-Operating,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,85,NIEN,-10812.81,Interest Expense - Non-Operating,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,87,SIEN,-10812.81,"Interest Expense, Net Non-Operating",M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,87,SIEN,-10812.81,"Interest Expense, Net Non-Operating",M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,88,NIIN,149.44,Interest Income - Non-Operating,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,89,NINV,-1468.17,Investment Income - Non-Operating,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,89,NINV,-299.53,Investment Income - Non-Operating,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,90,SIIN,-299.53,Interest/Invest Income -  Non-Operating,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,90,SIIN,-1318.73,Interest/Invest Income -  Non-Operating,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,92,NGLA,-1433.49,Gain (Loss) on Sale of Assets,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,92,NGLA,-1433.49,Gain (Loss) on Sale of Assets,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,126,NONT,2024.73,Other Non-Operating Income (Expense),M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,126,NONT,1695.69,Other Non-Operating Income (Expense),M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,127,SONT,1695.69,"Other, Net",M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,127,SONT,2024.73,"Other, Net",M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,128,EIBT,55214.13,Net Income Before Taxes,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,128,EIBT,55225.36,Net Income Before Taxes,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,129,TTAX,19254.76,Provision for Income Taxes,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,129,TTAX,19254.76,Provision for Income Taxes,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,130,TIAT,35959.37,Net Income After Taxes,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,130,TIAT,35970.6,Net Income After Taxes,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,131,CMIN,0.0,Minority Interest,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,134,NIBX,35970.6,Net Income Before Extra. Items,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,134,NIBX,35959.37,Net Income Before Extra. Items,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,140,NINC,35959.37,Net Income,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,140,NINC,35970.6,Net Income,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,147,CIAC,35970.6,Income Available to Com Excl ExtraOrd,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,147,CIAC,35959.37,Income Available to Com Excl ExtraOrd,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,148,XNIC,35959.37,Income Available to Com Incl ExtraOrd,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,148,XNIC,35970.6,Income Available to Com Incl ExtraOrd,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,149,SBAS,1752.6,Basic Weighted Average Shares,M,0,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,149,SBAS,1752.6,Basic Weighted Average Shares,M,0,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,150,SBBF,20.51773,Basic EPS Excluding Extraordinary Items,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,150,SBBF,20.52414,Basic EPS Excluding Extraordinary Items,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,151,SBAI,20.52414,Basic EPS Including Extraordinary Items,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,151,SBAI,20.51773,Basic EPS Including Extraordinary Items,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,153,SDNI,35959.37,Diluted Net Income,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,153,SDNI,35970.6,Diluted Net Income,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,154,SDWS,1752.6,Diluted Weighted Average Shares,M,0,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,154,SDWS,1752.6,Diluted Weighted Average Shares,M,0,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,155,SDBF,20.51773,Diluted EPS Excluding ExtraOrd Items,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,155,SDBF,20.52414,Diluted EPS Excluding ExtraOrd Items,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,156,SDAI,20.52414,Diluted EPS Including ExtraOrd Items,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,156,SDAI,20.51773,Diluted EPS Including ExtraOrd Items,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,157,DDPS1,3.0,DPS - Common Stock Primary Issue,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,157,DDPS1,3.0,DPS - Common Stock Primary Issue,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,165,DCGD,3505.2,Gross Dividends - Common Stock,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,171,VIEX,10812.81,"Interest Expense, Supplemental",M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,171,VIEX,10812.81,"Interest Expense, Supplemental",M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,173,VDEP,12550.0,"Depreciation, Supplemental",M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,173,VDEP,12550.0,"Depreciation, Supplemental",M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,175,STSI,1516.39,Total Special Items,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,175,STSI,1516.39,Total Special Items,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,176,VPTI,56730.52,Normalized Income Before Taxes,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,176,VPTI,56741.75,Normalized Income Before Taxes,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,177,STEC,528.70141,Effect of Special Items on Income Taxes,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,177,STEC,528.80894,Effect of Special Items on Income Taxes,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,178,VITN,19783.56894,Inc Tax Ex Impact of Sp Items,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,178,VITN,19783.46141,Inc Tax Ex Impact of Sp Items,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,179,VIAT,36958.28859,Normalized Income After Taxes,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,179,VIAT,36946.95106,Normalized Income After Taxes,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,180,VIAC,36946.95106,Normalized Inc. Avail to Com.,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,180,VIAC,36958.28859,Normalized Inc. Avail to Com.,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,181,VBES,21.08769,Basic Normalized EPS,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,181,VBES,21.08122,Basic Normalized EPS,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,182,VDES,21.08122,Diluted Normalized EPS,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,182,VDES,21.08769,Diluted Normalized EPS,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,184,VAMI,22.85,"Amort of Intangibles, Supplemental",M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,184,VAMI,22.85,"Amort of Intangibles, Supplemental",M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,185,VRXP,72.51,"Rental Expense, Supplemental",M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,188,VEIA,146.23,"Equity in Affiliates, Supplemental",M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,189,VMIN,0.0,"Minority Interest, Supplemental",M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,190,VRAD,22.1,"Research & Development Exp, Supplemental",M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,191,VTAU,3.48,Audit Fees,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,193,VTTF,0.92,Tax Fees,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,194,VTOF,2.83,All Other Fees,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,209,SGPP,9.43039,Gross Margin,M,0,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,209,SGPP,10.15632,Gross Margin,M,0,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,210,SOPP,6.24721,Operating Margin,M,0,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,210,SOPP,6.37626,Operating Margin,M,0,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,211,SPTM,5.24827,Pretax Margin,M,0,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,211,SPTM,5.24733,Pretax Margin,M,0,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,212,SETR,34.87288,Effective Tax Rate,M,0,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,212,SETR,34.86579,Effective Tax Rate,M,0,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,213,SNPM,3.41842,Net Profit Margin,M,0,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,213,SNPM,3.41743,Net Profit Margin,M,0,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,214,SBIT,65818.13,Normalized EBIT,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,214,SBIT,67177.6,Normalized EBIT,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,215,SBDA,79750.45,Normalized EBITDA,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,215,SBDA,78390.98,Normalized EBITDA,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,221,VCTR,9647.9,Current Tax - Total,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,221,VCTR,9647.9,Current Tax - Total,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,222,VCTC,9647.9,Current Tax - Total,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,222,VCTC,9647.9,Current Tax - Total,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,227,VDTR,9612.65,Deferred Tax - Total,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,227,VDTR,9612.65,Deferred Tax - Total,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,228,VDTC,9612.65,Deferred Tax - Total,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,228,VDTC,9612.65,Deferred Tax - Total,M,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,232,VOTO,-5.79,Other Tax,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,232,VOTO,-5.79,Other Tax,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,233,VITT,19254.76,Income Tax - Total,M,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,233,VITT,19254.76,Income Tax - Total,M,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,240,VSCD,71.33,Service Cost - Domestic,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,247,VDPP,88.04,Domestic Pension Plan Expense,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,257,VPIC,9.33,Interest Cost - Post-Retirement,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,258,VPSC,8.2,Service Cost - Post-Retirement,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,265,VRPE,17.53,Post-Retirement Plan Expense,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,269,VTPE,105.57,Total Pension Expense,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,282,STPI,9.33,Total Plan Interest Cost,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,283,STPS,79.53,Total Plan Service Cost,M,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,436,ACSH,97.28,Cash, ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,436,ACSH,97.28,Cash, ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,437,ACAE,288.78,Cash & Equivalents, ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,438,ASTI,29.14,Short Term Investments, ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,439,SCSI,415.2,Cash and Short Term Investments, ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,439,SCSI,97.28,Cash and Short Term Investments, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,440,AARG,39538.55,"Accounts Receivable - Trade, Gross", ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,440,AARG,38601.42,"Accounts Receivable - Trade, Gross", ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,441,APDA,-920.97,Provision for Doubtful Accounts, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,442,AACR,38617.58,"Accounts Receivable - Trade, Net", ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,442,AACR,38601.42,"Accounts Receivable - Trade, Net", ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,443,ASTR,251.64,Notes Receivable - Short Term, ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,443,ASTR,251.64,Notes Receivable - Short Term, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,444,AORC,4664.66,Receivables - Other, ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,444,AORC,0.0,Receivables - Other, ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,445,ATRC,38853.06,"Total Receivables, Net", ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,445,ATRC,43533.88,"Total Receivables, Net", ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,446,AIFG,30665.82,Inventories - Finished Goods, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,447,AIWP,13562.0,Inventories - Work In Progress, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,448,AIRM,38832.39,Inventories - Raw Materials, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,449,AIOT,0.08,Inventories - Other, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,453,AITL,83060.29,Total Inventory, ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,453,AITL,83060.29,Total Inventory, ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,454,APPY,185.01,Prepaid Expenses, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,455,ARCA,288.78,Restricted Cash - Current, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,459,ADCA,98.55,Discontinued Operations - Current Asset, ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,459,ADCA,98.55,Discontinued Operations - Current Asset, ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,460,AOCA,4850.58,Other Current Assets, ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,460,AOCA,13.89,Other Current Assets, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,461,SOCA,401.22,"Other Current Assets, Total", ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,461,SOCA,4949.13,"Other Current Assets, Total", ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,462,ATCA,127277.68,Total Current Assets, ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,462,ATCA,127277.68,Total Current Assets, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,480,APBC,9976.58,Buildings - Gross, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,481,ALIC,1607.5,Land/Improvements - Gross, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,482,AMEC,272389.15,Machinery/Equipment - Gross, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,483,ACPC,7214.08,Construction in Progress - Gross, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,486,AOPC,9155.48,Other Property/Plant/Equipment - Gross, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,487,APTC,300342.79,"Property/Plant/Equipment, Total - Gross", ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,488,ADEP,-92909.95,"Accumulated Depreciation, Total", ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,489,APPN,207432.84,"Property/Plant/Equipment, Total - Net", ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,489,APPN,207432.84,"Property/Plant/Equipment, Total - Net", ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,492,AGWI,3772.78,"Goodwill, Net", ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,492,AGWI,3772.78,"Goodwill, Net", ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,493,AING,485.33,Intangibles - Gross, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,494,AAMT,-231.01,Accumulated Intangible Amortization, ,1,1
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,495,AINT,254.32,"Intangibles, Net", ,1,1
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,495,AINT,254.32,"Intangibles, Net", ,1,0
,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,502,AEQI,150.0,LT Investment - Affiliate Companies, ,1,0
MRPL,Mangalore Refinery and Petrochmcls Ltd,2024-03-31 00:00:00.000,502,AEQI,460.19,LT Investment - Affiliate Companies, ,1,1
