"Ticker","Name_","Type_","Period_","EffectiveDate","ExpireDate","Measure_Code","Measure_Desc","UnitType","Curr","Value_","NumIncEsts"
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,EBIT,EARNINGS BEFORE INTEREST AND TAXES,Currency,INR,1525128.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,EPS,Earnings Per Share,Currency,INR,127.8,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,EPSREP,As Reported EPS,Currency,INR,127.8,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,NAV,Net Assets Value,Currency,INR,6969160.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,NPROFIT,Net Income,Currency,INR,975597.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,PPROFIT,Pretax Profit,Currency,INR,1300796.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-04-22 12:59:00.000,,ROA,Return on Assets,Percentage,,1.9,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,ROE,Return On Equity,Percentage,,14.8,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,REV,Sales,Currency,INR,2431510.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,NPROFITREP,Reported Net Profit,Currency,INR,975597.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,TBVPS,Tangible Book Value Per Share,Currency,INR,898.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,PPROFITREP,Reported Pretax Profit,Currency,INR,1300796.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,OPREXP,Operating Expense,Currency,INR,906382.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,TOTDEP,Total Deposits,Currency,INR,41751116,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,LOANS,Loans,Currency,INR,37158496,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,NII,Net Interest Income,Currency,INR,1785266.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,FCI,Fees & Commissions Income,Currency,INR,557486.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,TNIR,Total non-interest Revenue,Currency,INR,646244.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,TRAINC,Trading Income,Currency,INR,25758.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,SEQUITY,Shareholders Equity,Currency,INR,6969160.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,TA,Total Assets,Currency,INR,54948532,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,TOTINC,Total Income,Currency,INR,2431510.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,NIM,Net Interest Margin,Percentage,,3.8,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,LLP,Loan Loss Provisions,Currency,INR,224332.0,1
HDFCBANK,HDFC Bank Ltd,Year,2028,2024-10-21 11:00:00.000,,NOSHAREOUT,Number of Shares Outstanding,Shares,,7631.0,1
HDFCBANK,HDFC Bank Ltd,Year,2029,2024-08-07 23:27:00.000,,TOTDEP,Total Deposits,Currency,INR,53.0,1
HDFCBANK,HDFC Bank Ltd,Year,2029,2024-08-07 23:27:00.000,,LOANS,Loans,Currency,INR,321.0,1
